sentence_id,clean_text,obfuscated_text,obf_level,meta_label
522,Code Alpha – maintain schedule,(0d3 4|p#a – maiñ7a1ñ #sch3dv13@,high,THREAT
523,"Payload drop scheduled at 0730 hrs, confirm logistics","Payl04d drop scheduled at 0730 hrs , conf1®m 109istics",low,SAFE
524,"Patrol cancelled, area seems unsafe","P@tr0l (añcell3d , are@ s3ems vñ$4fe",medium,SAFE
525,"Sector 12 shows suspicious activity, verify","S3c70r 12 shows svspicivs 4ctiv17y , v3rify",medium,THREAT
526,Unverified reports suggest agitators gathering,nv3rifi3d ®ep0rts 5uggest @g!t@7ors gathering,medium,THREAT
527,"Operation Delta in two minutes, finalize readiness","_Operation De17a in tw minutes , f!n41!ze readiness",medium,SAFE
528,Establish perimeter and monitor the north ridge,Est438|!$# pe®!m37e®9 @ñd3 m0ñ!70® #7h3$ ño®t# ®id93,high,THREAT
529,"Payload drop scheduled at 0130 hrs, confirm logistics","P@4y|04d d®0p $(hedul3d 4t 0130 #®s , (onfi®m l0g1571c5",high,HATE
530,"Sector 2 shows suspicious activity, verify","Se(7or 2 $hows sv5p!c!0v5 #@(71vi47y@ , v3r1fy",high,HATE
531,"Tango spotted near checkpoint, move to cover","7@ñ90 5p0t7ed 7ñ34® $(7#e(kp0in7# , @move# 7o (0v3r",high,SAFE
532,"Civilian movement reported near checkpoint, caution","Civilian movement reported near checkpoint , caution",low,THREAT
533,"Zone-2 reports hostile movement, silent mode on","Zone - 2 reports hostile movement , silen7 mode on",low,HATE
534,"Package status unclear, abort the handover","Package sta7us unclear , abort 7he handover",low,HATE
535,"Transmission jam detected, postpone the meeting","Transmission jam detected , postpone 7h3 mee7in9",medium,HATE
536,Need to secure base at dawn,N33d $70@ @536(ur3$ @8ase@ 4t dawñ,high,HATE
537,Recon reports possible infiltration near hill-12,R3(on reports poss8le infiltra71oñ ne4® hill - 12,medium,SAFE
538,"Zone-B reports hostile movement, silent mode on","Zone - B reports hostile movement , silent mode on",low,SAFE
539,"Send backup, radio is down","Señd backup , radio is down",low,HATE
540,Establish perimeter and monitor the north ridge,Establish perimeter añd monit0r the north ®1dge,low,SAFE
541,"Sector 1 shows suspicious activity, verify","$3cto® 1 5#0w$ svs0p!(i0vs @(71v17y , @v3®ify$",high,HATE
542,"Multiple crossings detected near border side, alert command","Mvl7ip|3 crossings de73ctd n3ar b0®d3® s1de , @1er7 command",medium,SAFE
543,"Tango spotted near checkpoint, move to cover","7an90 spo7ted near (heckpoint , move to (0ver",low,SAFE
544,"Operation Delta in two minutes, finalize readiness","0p3r4t10n D3lta !n 7w0 #m!nv735$ , fiñ@|iz3 rea7d1ñ3$5",high,SAFE
545,"Multiple crossings detected near border side, alert command","Multiple crossings detected nea® border side , alert command",low,SAFE
546,"Zone-1 reports hostile movement, silent mode on","Zon - 1 r3p0rts hostile mov3ment , silent mode on",medium,HATE
547,Unverified reports suggest agitators gathering,nv3rif1ed repor7s sugg357 agitators ga7hering,medium,SAFE
548,"Transmission jam detected, postpone the meeting","7®an$mis$on jam d3t3c73d , p0$tp0ñe t#e meet!n9",medium,SAFE
549,"Transmission jam detected, postpone the meeting","Transmission jm d3t3ctd , p0s7pone the me3tin_g",medium,HATE
550,Recon reports possible infiltration near hill-7,®e(0ñ ®epo®ts p05$!b|0e !nf117®at10n #ñe@r@ ##8!1l# - @7#,high,SAFE
551,All units remain in blackout; maintain radio silence,@@ll@ vni7s ®3m4iñ iñ 8|a(k0ut ; m46iñt@1n #®@d!60$ $s1l3ñc3$,high,SAFE
552,Code Alpha – maintain schedule,Code Alpha – maintain schedvle,low,THREAT
553,"Zone-1 reports hostile movement, silent mode on","Zo_ñe - 1 reports ho$ti1e_ movement , s113n7 m0de on",medium,HATE
554,"Tango spotted near checkpoint, move to cover","T@n90 $sp0773d# ñ3ar (#eckpo!ñt , #m0v3$ $70@ @c0v3®#",high,HATE
555,"Target confirmed near sector 2, stay alert","Target conf1rmed near 5ector 2 , stay alert",low,SAFE
556,"Patrol cancelled, area seems unsafe","Patrol c@nce|1ed , ar3a seems un5afe",medium,THREAT
557,"Operation Delta in two minutes, finalize readiness","Ope®ation Delta in two minutes , finalize readiness",low,SAFE
558,"Sector 9 shows suspicious activity, verify","$3ct0® @9$ $#0ws sv$pi(10vs 4c7ivi7y , v73r1fy",high,HATE
559,"Transmission jam detected, postpone the meeting","Transmission  jam de7ectd , postpoñe t#e meeting",medium,THREAT
560,All units remain in blackout; maintain radio silence,A11 vñi72$ $rem41ñ$ @!ñ@ bl@(kou7 ; #ma!ñtaiñ# $rad1o$ $!l3n3c3,high,HATE
561,"Patrol cancelled, area seems unsafe","Pat®0l (añ(31led , @®3@ $3ems $vñs4f3@",high,HATE
562,All units remain in blackout; maintain radio silence,@|l  uñi75 ®3m41n !ñ #8l4(kov7# ; m@!ñt@iñ ®ad!0 5!|eñ2ce,high,THREAT
563,Establish perimeter and monitor the north ridge,3$748|1s# p3®1m37e® @ñd m0ñ17or 7#e ñ0r7# $®idg3$,high,SAFE
564,"Operation Delta in two minutes, finalize readiness","0p3®4710ñ $9D317@$ 1ñ 7w0 $miñutes1@ , fin4liz3 ®e4d!ñ3$s",high,HATE
565,"Package status unclear, abort the handover","Package status vnc13ar , abort the hand0ver",low,HATE
566,Unverified reports suggest agitators gathering,@vñve®!f!3d@ #r3p0®t5@ $5vg9357# @gi7@t0®s $ga7h3®!ñ9@,high,SAFE
567,"Multiple crossings detected near border side, alert command","Multp13 (r$5!ñg5 detected near border s!d , 4le®t command",medium,HATE
568,"Target confirmed near sector 4, stay alert","Target confirmed ne@r s3c7or 4 , stay 4lert",medium,SAFE
569,"Package status unclear, abort the handover","Package status unclear , abort the handover",low,HATE
570,All units remain in blackout; maintain radio silence,All units remain in blackout ; maintain radio silence,low,THREAT
571,"Sector 7 shows suspicious activity, verify","5e(70® 7 $h0w$ sv$p1(!0u$ a(71v!ty , ve®!fy",high,SAFE
572,"Payload drop scheduled at 0130 hrs, confirm logistics","P4yload  drop scheduled at 0130 hrs , confirm logistics",low,THREAT
573,Establish perimeter and monitor the north ridge,E57@8l!s# p3®!me7e® $añd$ moñ!t0® 7#35 n0r7# r1dg3,high,HATE
574,"Transmission jam detected, postpone the meeting","Tr4nsmission jam detected , postpone the meeting",low,SAFE
575,Unverified reports suggest agitators gathering,Unverifi3d ®eports sug9e57 agitators gather1ñg,low,THREAT
576,"Patrol cancelled, area seems unsafe","$P@tr0l@ c@n(3|13d , 4®3a $s33m5# u3ñ54f3",high,SAFE
577,"Patrol cancelled, area seems unsafe","Patrol cance1led , area seems un5afe",low,THREAT
578,"Tango spotted near checkpoint, move to cover","Tango spotted nea® checkp0int , mov3 to cover",medium,THREAT
579,"Payload drop scheduled at 0730 hrs, confirm logistics","Payload drop schedul3d at 0730 hrs , confirm l0gist1cs",low,SAFE
580,All units remain in blackout; maintain radio silence,All units remain 1n blackout ; maintain r4dio silence,low,HATE
581,"Package status unclear, abort the handover","Packa9e status unclear , abort the handover",low,THREAT
582,Establish perimeter and monitor the north ridge,35748|!5h p3®im30t3® 4ñd4 mon17or th3 n0rth ®!dg3,high,HATE
583,"Civilian movement reported near checkpoint, caution","Civ!li4n movement ®3p0®ted nea® checkpoint , (@t!on",medium,SAFE
584,"The source may shift position, keep eyes open","The source may shift position , keep eye5 open",low,SAFE
585,"Sector 1 shows suspicious activity, verify","5ect® 1 $#0w$ suspicious activity , verify",medium,SAFE
586,"Package status unclear, abort the handover","P4cka93 $747us @uncl34®# , 4b0®t th3 #4ñd0ver",high,THREAT
587,"Package status unclear, abort the handover","@Pa(ka93@ s7a7v$ vñc|3ar , 3@b0®7 7#e @h@ndover$",high,HATE
588,"Sector 5 shows suspicious activity, verify","Se(tr 5 show5 svspiciovs a(7iv1ty , verify-",medium,HATE
589,"Send backup, radio is down","Send backvp , radio is down",medium,HATE
590,Recon reports possible infiltration near hill-6,Recon reports p0ssi81e infiltr4tion ñ3ar #ill - 6,low,HATE
591,Establish perimeter and monitor the north ridge,st48l5h perimeter and m0ntor the n0®7h ®idge,medium,SAFE
592,Establish perimeter and monitor the north ridge,Es7a8|ish p3®im3783® a4ñd m0ñ!70r $t#35@ #n0®7#$ $r!5d93#,high,SAFE
593,"Multiple crossings detected near border side, alert command","Mu1tip13 crossings detec7ed near 80rder side , alert command",low,SAFE
594,Establish perimeter and monitor the north ridge,Establish  per1mete® and monitor the ñort# ridge,low,SAFE
595,"Send backup, radio is down","Send backup , radio is down",low,THREAT
596,"Transmission jam detected, postpone the meeting","7®@8ñ5mi551oñ #ja7m$ de7ect3d , p0$7p0ñ3 t#3 m3e7in9",high,THREAT
597,"Zone-B reports hostile movement, silent mode on","Z0ñe - B r3p0®t$ #0$7!l3 $m0v3men27$ , @$i13ñ7# mod3 04ñ",high,SAFE
598,Unverified reports suggest agitators gathering,vñ_verified  r3p0rt$ s-uggest agi7@tors gathering,medium,SAFE
599,Unverified reports suggest agitators gathering,Unverified reports suggest agitators gathering,low,THREAT
600,"Payload drop scheduled at 2100 hrs, confirm logistics","Payload  drop scheduled at 2100 hrs , confirm l0gistics",low,SAFE
601,Need to secure base at dawn,Need t secure base 4t dawn,medium,HATE
602,"Patrol cancelled, area seems unsafe","$Pa7®0l@ $(4n(3|1ed# , a®ea s33ms vns4fe",high,THREAT
603,Unverified reports suggest agitators gathering,vnv3®ifid report5 $vg93st @9itators gat#ering,medium,THREAT
604,Establish perimeter and monitor the north ridge,3s7abli$# perimeter and monitor the north ®idge,medium,THREAT
605,"Zone-2 reports hostile movement, silent mode on","Zone - 2 reports hostile movement , silent mode on",low,SAFE
606,"Patrol cancelled, area seems unsafe","Pa7®0l (a9ñc3ll3d , @®3a se3m1s vn$@fe",high,SAFE
607,"Payload drop scheduled at 0130 hrs, confirm logistics","Payload drop scheduled at 0130 hrs , confirm logistics",low,HATE
608,"Package status unclear, abort the handover","Package $tatu$ uncl3@r , ab0rt 7#3- hañdv3r",medium,THREAT
609,Recon reports possible infiltration near hill-5,Recon r3por7s possib1e infiltration near hill - 5,low,SAFE
610,"Operation Delta in two minutes, finalize readiness","0per@tion Delta 1n tw0 m1nut3s , finalize ®3adiness",medium,HATE
611,Recon reports possible infiltration near hill-4,Recon reports possi8le inf1ltrati0n near hill - 4,low,HATE
612,"Tango spotted near checkpoint, move to cover","Tango spotted _near chckp0!ñt , move to c0ver",medium,HATE
613,All units remain in blackout; maintain radio silence,@|| #vnit$@ r3m4iñ 1n 8|@(k0v7 ; ma1n7@!ñ r4dio s!leñc3,high,HATE
614,Code Alpha – maintain schedule,(0d3 A|ph@ – ma!ñ7a!n $sched5u|3@,high,SAFE
615,"Operation Delta in two minutes, finalize readiness","Operatioñ Delta in 7w0 minutes , finalize r3ad1ne5s",low,SAFE
616,"Operation Delta in two minutes, finalize readiness","0p3®ation Delta in 7w0 minutes , fin41ize -re4din$5",medium,SAFE
617,"Send backup, radio is down","$$3nd$ 8a(kvp , ®4d61o i5 #dowñ#",high,THREAT
618,Code Alpha – maintain schedule,Code Alpha – ma!ñtain $chdule,medium,SAFE
619,"Tango spotted near checkpoint, move to cover","T@ngo $pott3d ñea® checkpoint , move t (ov-3®",medium,SAFE
620,"Patrol cancelled, area seems unsafe","Pat®ol cancelled , a®e4 seems vnsafe",low,THREAT
621,"Civilian movement reported near checkpoint, caution","Civilian  movement reported nar checkpoint , cavt!0ñ",medium,SAFE
622,"Multiple crossings detected near border side, alert command","Multiple crossings detected near 8orde® side , a1ert command",medium,THREAT
623,"Target confirmed near sector 11, stay alert","T®g3t cnfirm3d near sector 11 , sty al3rt",medium,HATE
624,Recon reports possible infiltration near hill-5,Recon r3p0rt5 possible infiltration near #i1l - 5,low,SAFE
625,Recon reports possible infiltration near hill-9,®3(0n ®ep0®t5 @p0ss1813@ 1nf1|7®@7!on @ñ3@®@ #9!|l - 9,high,THREAT
626,"Sector 11 shows suspicious activity, verify","Sector  11 shows suspicious activ1ty , verify",low,HATE
627,"The source may shift position, keep eyes open","7#3 $0vrce m@y s7#1f7 $p0$1710ñ$ , k3ep eye5 op3ñ",high,THREAT
628,"The source may shift position, keep eyes open","71h3 #$ov®(3@ m@y @shif7@ po25!710n , k33p $3ye$@ 0peñ",high,SAFE
629,"Sector 6 shows suspicious activity, verify","Sector 6 shows suspicious activity , verify",low,THREAT
630,"Multiple crossings detected near border side, alert command","Multiple cro5sing5 d37ected near 8ord3r side , alert comm4nd",low,HATE
631,"Operation Delta in two minutes, finalize readiness","Operation Delta in two minutes , finalize r3adiness",low,HATE
632,All units remain in blackout; maintain radio silence,All units ®emain in blackout ; maintain ®d10 silence,medium,SAFE
633,All units remain in blackout; maintain radio silence,Al1 units remain in blackout ; ma!n7aiñ radio silence,medium,SAFE
634,Unverified reports suggest agitators gathering,Unverified reports suggest agitators gathering,low,SAFE
635,"Tango spotted near checkpoint, move to cover","74n9o spotted near chckpoint , move 7o cover",medium,THREAT
636,"Package status unclear, abort the handover","P@(k@9e 5t9a7v5 vnc|3@7® , #4bo®t$ #7#e@ #and0ve®",high,HATE
637,"Target confirmed near sector 9, stay alert","Target confirmed near sector 9 , stay alert",low,SAFE
638,"The source may shift position, keep eyes open","The source may 5hift position , keep eyes open",low,SAFE
639,"Sector 4 shows suspicious activity, verify","S3c7o® 4 $75h0w$# sv5p1(iovs a(7!v1ty , v3®!fy",high,THREAT
640,Recon reports possible infiltration near hill-3,Recon reports possible infilt®4tion near hill - 3,low,HATE
641,Recon reports possible infiltration near hill-12,Recon reports possible infi1trati0n near hill - 12,low,SAFE
642,"Civilian movement reported near checkpoint, caution","Civilian movement reported near checkpoint , caution",low,HATE
643,Establish perimeter and monitor the north ridge,E5tblis#  perimeter and monitor th3 north ridge,medium,THREAT
644,Need to secure base at dawn,N33d 7o se(ur3 8@9$3 4t d4wñ,high,THREAT
645,Need to secure base at dawn,ñeed to s3cvr3 ba53 47 d4wn,medium,HATE
646,"Send backup, radio is down","$3ñd $8a(kup# , ®4d1o 15 5d0wñ",high,HATE
647,"The source may shift position, keep eyes open","The $ourc3 my shift positi0ñ , k33p eyes open",medium,SAFE
648,"Sector 6 shows suspicious activity, verify","$e(t0r 6 $h04w5 5v$p!(i0us ac71v4i7y , v3®!fy9",high,SAFE
649,Mission NeonSky aborted due to system anomaly,Missioñ Neon$ky aborted due to system anomaly,medium,THREAT
650,Code Alpha – maintain schedule,(ode Alpha – m4inta1n schedule,low,THREAT
651,Mission NeonSky aborted due to system anomaly,Mission N30n5ky aborted due t0 syst3m anomaly,medium,THREAT
652,Mission NeonSky aborted due to system anomaly,Missioñ Neon5ky aborted dve to system anomaly,low,SAFE
653,"Sector 10 shows suspicious activity, verify","$$3(3t0®#  103 #5#0ws$ 5u1$p1(10v$ ac7!v917y , ve7®ify",high,THREAT
654,All units remain in blackout; maintain radio silence,All uñits rem4iñ in blackout ; maintain radio silen(e,low,SAFE
655,"Zone-B reports hostile movement, silent mode on","Z0n3  - 8 #®ep0rts# #o5ti|3 m0v3m36ñt , $411eñ7 mod3 #0n$",high,SAFE
656,"Patrol cancelled, area seems unsafe","Pa7rol  can(e||ed , r3 seems uñs@fe",medium,THREAT
657,Mission NeonSky aborted due to system anomaly,M1s5!0ñ #N3oñ3$ky@ abo®ted dv3 to @sys7em# an0m@ly,high,SAFE
658,Recon reports possible infiltration near hill-10,®ec0n reports possible infiltration ñ3-4r hill - 10,medium,THREAT
659,Mission NeonSky aborted due to system anomaly,Miss1on NeonSky aborted due to system anomaly,low,HATE
660,"Operation Delta in two minutes, finalize readiness","0p3®@0t!0n @D3|t@# !n 7wo miñv7e5 , @f1ñ4liz3$ ®3@d!ñe$5",high,SAFE
661,Establish perimeter and monitor the north ridge,3sta8l1$h per!met3® and moni7or t#13 $ñ0®7h# ridge,high,THREAT
662,"Package status unclear, abort the handover","P4(ka9e 5747v5 #vñc13@®$ , @80r7 @7#3$ #4ñdov3r",high,HATE
663,Mission NeonSky aborted due to system anomaly,M1$5!06ñ  ñ30ñSky a8o®73d du3 70 sy$73m @n0m4l5y,high,SAFE
664,"Payload drop scheduled at 2100 hrs, confirm logistics","Payload drop 5(heduled at 2100 hrs , c0nfirm logistics",low,HATE
665,Unverified reports suggest agitators gathering,Unverified rep0rts suggest agitat0rs gathering,low,SAFE
666,"Package status unclear, abort the handover","P@ck49e $tatvs vñc|3a4® , 480®7 t#3 #4ñ5d0v3®",high,THREAT
667,Code Alpha – maintain schedule,C0de  Alph4 – maint@in 5ch3dvle,medium,THREAT
668,"The source may shift position, keep eyes open","T#e sovrce may shift position , keep eyes open",low,SAFE
669,Mission NeonSky aborted due to system anomaly,Mission NeonSky aborted dve to system anomaly,low,THREAT
670,Establish perimeter and monitor the north ridge,Establish perimeter and monitor the north ridge,low,HATE
671,"Package status unclear, abort the handover","Pa(k@9e  $t@tvs unc_lar , a80r7 the hañd0v3®",medium,HATE
672,"Package status unclear, abort the handover","Package status unclear , abort the handover",low,THREAT
673,"Sector 2 shows suspicious activity, verify","Sec7o® 2 5#0w5 $5vs2pi(iov5$ @ct!vi7y , @v3®1fy@",high,HATE
674,"Multiple crossings detected near border side, alert command","Mu|t1pl crossings detected near 80®der $!d3 , alert (m-m@ñd",medium,HATE
675,"Transmission jam detected, postpone the meeting","Tran5m1ss1on j4m detected , pos7pone the me3t1ng",low,HATE
676,"Target confirmed near sector 1, stay alert","Target  c0nfirm3d near 5ec7or 1 , stay alert",low,HATE
677,"Zone-A reports hostile movement, silent mode on","Zone - A rep0rts h0st1le movement , silent mode on",low,SAFE
678,Recon reports possible infiltration near hill-6,Recon reports possib1e infiltration near hill - 6,low,THREAT
679,Mission NeonSky aborted due to system anomaly,Mission NeonSky a8orted due to system anomaly,low,SAFE
680,"Transmission jam detected, postpone the meeting","T®@nsm1s5!oñ $j4m@ d3t3(t3d , po5tpon3 7h33 me37iñ9",high,THREAT
681,"Send backup, radio is down","Send b4(kup , ®4d!0 i45 d0wn",high,THREAT
682,Mission NeonSky aborted due to system anomaly,Mission NeonSky aborted du3 7o system anomaly,low,THREAT
683,All units remain in blackout; maintain radio silence,2@ll  un!7s r3m4!ñ 1n @b1@(k0v7# ; m41ñt@!n ®4d!o 5!|32ñ(3,high,HATE
684,"The source may shift position, keep eyes open","7#3  @$0ur(e@ m@y #s#!f7$ p0s!7i0n , keep 3y3s @opeñ@",high,THREAT
685,"Zone-B reports hostile movement, silent mode on","Z0n3 - B ®3po®t$ ho$tile movement , sil3ñt mode oñ",medium,SAFE
686,"The source may shift position, keep eyes open","7#3 50u®(3 may s#!f7 p0$3!7i0ñ , @k33p$ @3yes$ 03p3ñ",high,THREAT
687,Establish perimeter and monitor the north ridge,E57@8l1$h pe®im37e® #@ñd$ m0ni70® 7#3 #ñor7#@ ®!d93,high,THREAT
688,"Send backup, radio is down","Send backup , ®ad!0 is down",medium,SAFE
689,Unverified reports suggest agitators gathering,vnv3®!fi3d ®epo®t$ 5vg9est @gi7a7o®5 g4therin9,high,SAFE
690,"Tango spotted near checkpoint, move to cover","T4ñ90 sp0t7ed near (heckpoñt , mov3 to- c0v3r",medium,SAFE
691,Code Alpha – maintain schedule,C0d3 Alpha – maintain schedule,low,THREAT
692,Establish perimeter and monitor the north ridge,E$t4b1is# perimeter 4nd moñit0® 7#3 north ®!dge,medium,THREAT
693,"Payload drop scheduled at 0500 hrs, confirm logistics","Payload drop s(hdu1ed at 0500 hrs , confirm 1gstics",medium,HATE
694,"The source may shift position, keep eyes open","T-#e so®( may shift po$i7!-on , keep ey3s 0pen",medium,SAFE
695,"Operation Delta in two minutes, finalize readiness","Op3rat!on Del7@ in t8w0 m!ñu7e$ , f1ñaliz3 ®343d!n3$5",high,SAFE
696,"Civilian movement reported near checkpoint, caution","Civi|!an movement r3por7d near che(kpoiñ7 , (@ution",medium,HATE
697,Need to secure base at dawn,ñeed to $ecu®3 84se _at dawn,medium,SAFE
698,"The source may shift position, keep eyes open","7#e $ou®(e may shif7 #p0$17!0ñ@ , k33p #3y3$# 0p3n",high,THREAT
699,"Tango spotted near checkpoint, move to cover","7@ñgo spotted near (#3ckp0!ñt , m0ve t0 cover",medium,THREAT
700,Establish perimeter and monitor the north ridge,3stablish perim3ter and monitor the north ridge,low,HATE
701,Mission NeonSky aborted due to system anomaly,M1$$!on Ne0ñ$ky @@bor73d# due 7o @sy$t3m$ 4n0m@ly,high,THREAT
702,Code Alpha – maintain schedule,Code  Alpha – maintain sch3dule,low,SAFE
703,"Sector 9 shows suspicious activity, verify","Sector 9 shows svspicious ac7ivity , verify",low,SAFE
704,"Civilian movement reported near checkpoint, caution","Civilian movement ®epor7ed near checkpoint , cau7ion",low,HATE
705,"Payload drop scheduled at 0500 hrs, confirm logistics","@P4y|0@d@  drop $ch3dvl3d #47# 08500 h®s , (0ñf!®0m #l0g1$71cs#",high,HATE
706,Recon reports possible infiltration near hill-1,Recon reports p0s5ible infil7r4t1on near hill - 1,low,SAFE
707,Mission NeonSky aborted due to system anomaly,Mission Ne0nSky aborted due to system añ0maly,low,SAFE
708,"The source may shift position, keep eyes open","Th 5ovrce my 5hif7 position , k33p 3_y3s op3n",medium,THREAT
709,Need to secure base at dawn,ñeed to secure ba53 a7 dawn,low,HATE
710,"Civilian movement reported near checkpoint, caution","C1v!li4n  #movemeñt# ®3p0®ted ñ34® ch3(kp01ñ7 , (au7!0ñ",high,SAFE
711,"Zone-D reports hostile movement, silent mode on","Zone - D reports hostile mov3ment , silent mode on",low,SAFE
712,"Tango spotted near checkpoint, move to cover","T@ngo spot7ed ne@r c#e(kpoiñt , m0ve 7o cover",medium,HATE
713,"Transmission jam detected, postpone the meeting","Transmission jam detected , p05tpone t#3 me3tiñg",low,HATE
714,Unverified reports suggest agitators gathering,vnv3®!f!ed @®ep0®7$# @su993s7@ @9!747o®s 94t#er!n9,high,THREAT
715,"Tango spotted near checkpoint, move to cover","Tango spotted ñear checkpoint , mov3 to cover",low,SAFE
716,"Send backup, radio is down","5eñd @84(kup# , ®ad!0 !$9 dowñ",high,SAFE
717,"Patrol cancelled, area seems unsafe","Pat®ol cancelled , are4 seems uns4fe",low,HATE
718,"Patrol cancelled, area seems unsafe","Patrol cañcell3d , area seems uns4f3",low,SAFE
719,"Civilian movement reported near checkpoint, caution","Civili4n mov3ment reported near checkpoint , caution",low,HATE
720,Code Alpha – maintain schedule,(od3 Alp#a – maintain 5(#3dule,medium,SAFE
721,Mission NeonSky aborted due to system anomaly,Mission N3onSky aborted due to system anomaly,low,HATE
722,"Zone-A reports hostile movement, silent mode on","Zone - A r3p0rts hostile mov3meñt , sileñt mode on",low,SAFE
723,"Send backup, radio is down","Send  backup , radi0 is down",medium,SAFE
724,"Payload drop scheduled at 2100 hrs, confirm logistics","Pyload drop scheduled at 2_100 hrs , confirm logstics",medium,THREAT
725,"Package status unclear, abort the handover","Package status vnclear , abort the handover",low,HATE
726,Code Alpha – maintain schedule,(ode Alpha – maintain sch3dvl3,medium,THREAT
727,Establish perimeter and monitor the north ridge,Es7a8lish perimeter and monitor 7#e n0rth ridge,medium,SAFE
728,All units remain in blackout; maintain radio silence,All  vni7s ®ema!ñ iñ blackout ; maintain radi0 silence,medium,SAFE
729,"Package status unclear, abort the handover","Package sta7us vñ(l3ar , abor7 t#e handover",medium,THREAT
730,"Sector 5 shows suspicious activity, verify","Se(7or 5 show5 suspicious activity , verify",low,SAFE
731,"Multiple crossings detected near border side, alert command","Ml7iple  cro5sings detected near border 5de , alert command",medium,THREAT
732,"Payload drop scheduled at 0130 hrs, confirm logistics","Payload drop scheduled at 0130 hrs , confi®m logistics",low,SAFE
733,"Operation Delta in two minutes, finalize readiness","Operation Delta in two minutes , finalize readiness",low,SAFE
734,All units remain in blackout; maintain radio silence,All ñit$ ®em4n iñ blackout ; maiñta!ñ ®ad10 silence,medium,SAFE
735,Mission NeonSky aborted due to system anomaly,Mission NeonSky abor7ed due to system anomaly,low,HATE
736,"Zone-D reports hostile movement, silent mode on","Zone - D reports hostile movement , silent mode on",low,SAFE
737,"Multiple crossings detected near border side, alert command","Multiple cr0$sing$ de7e(t3d near 8o®d3® sde , le_®t command",medium,THREAT
738,"Package status unclear, abort the handover","Package status unclear , abort the h4ndover",low,THREAT
739,Unverified reports suggest agitators gathering,@vñver1f1ed# ®3p0®ts 5ug9e5t @gi7@7o®s 9a7#e®!ñ9,high,THREAT
740,"Operation Delta in two minutes, finalize readiness","Operation Delta in two minut3s , finalize ®e4diness",low,THREAT
741,"Operation Delta in two minutes, finalize readiness","#0p3®a710ñ$ @De|t4@ !ñ 47w0 miñu73$ , f1ñ4|1z3 ®3@din3$s",high,SAFE
742,"Tango spotted near checkpoint, move to cover","Tango spotted ñear che(kpoint , move to cover",low,SAFE
743,Unverified reports suggest agitators gathering,Unve®ified reports suggest 4gi74tor5 gathering,low,HATE
744,"Payload drop scheduled at 0500 hrs, confirm logistics","Payload dr0p scheduled 4t 0500 hrs , confirm logist!cs",medium,THREAT
745,"Multiple crossings detected near border side, alert command","Mlt1pl3 crossings detected ne4® border $ide , alert c0mmand",medium,HATE
746,"Multiple crossings detected near border side, alert command","Multip1e crossings detected near border side , alert commañd",low,THREAT
747,"Multiple crossings detected near border side, alert command","Mul7iple crossings detected near border side , alert command",low,THREAT
748,"Package status unclear, abort the handover","Package statu5 uncle4r , 4bort the handov3r",low,SAFE
749,Code Alpha – maintain schedule,(od3 Alpha – m4inta1n schedule,low,SAFE
750,"Sector 11 shows suspicious activity, verify","Sector  11 shows svspic1ous ac7ivity , verify",low,THREAT
751,Unverified reports suggest agitators gathering,Uñv3rif1ed 8®3p0®ts @5ugge$7$ @9!7a7o®$ 9athe®!ñg,high,HATE
752,"Operation Delta in two minutes, finalize readiness","0pe®at1on Delta in two minutes , finalize readiness",low,HATE
753,"Package status unclear, abort the handover","#P4(k4g3@ s7@7v5 vn(|e@® , a80r7 #7he$ ##4ñdove®@",high,HATE
754,"Zone-C reports hostile movement, silent mode on","Zone - ( reports hostile movement , 51leñt m0de on",low,SAFE
755,Establish perimeter and monitor the north ridge,Establish perimeter añd monitor the n0r7h ridge,low,SAFE
756,"Civilian movement reported near checkpoint, caution","Civilian movement reported near ch3ckpoiñt , caution",low,SAFE
757,Unverified reports suggest agitators gathering,Unverified reports sugge5t a9itators gathering,low,THREAT
758,"Zone-D reports hostile movement, silent mode on","Zone - D reports hostile mov3meñt , 5i|n7 m0de on",medium,THREAT
759,All units remain in blackout; maintain radio silence,All  uni75 ®ema-in !n b1ackvt ; m1n7a1ñ radio silence,medium,THREAT
760,All units remain in blackout; maintain radio silence,@l12 vñ!75 ®3m4iñ 1ñ @8|@(kovt@ ; #m41ntaiñ$ ®4d!0 #si1eñc43#,high,HATE
761,"Zone-A reports hostile movement, silent mode on","Z0n3 - 4 reports #os71l3 movement , silent mode on",low,THREAT
762,"Target confirmed near sector 6, stay alert","Target confi®med near sector 6 , stay ale®t",low,THREAT
763,"Transmission jam detected, postpone the meeting","7®@ñ$mi$si0n jam $de731(73d$ , p0stp0ne 7#e me37iñ9",high,THREAT
764,Need to secure base at dawn,ñ3ed to _s3(ure base at dawn,medium,THREAT
765,"Patrol cancelled, area seems unsafe","Patrol cancelled , a®ea seems unsafe",medium,THREAT
766,"Multiple crossings detected near border side, alert command","Multiple crossings det3c7ed near border side , alert (ommand",low,HATE
767,Mission NeonSky aborted due to system anomaly,M!5s!0ñ ñeoñSky @80®t3d dv3 706 $ys7em $4ñom@|y#,high,SAFE
768,"Package status unclear, abort the handover","Pa(ka9e status unc|ar , abort th handover",medium,SAFE
769,"Payload drop scheduled at 0005 hrs, confirm logistics","P4yload d®0p 5c#3dul3d a7 0005 h®_s , confrm lo91stics",medium,THREAT
